path	sentence
merged_clips\clip_001055.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 在座貴賓、親朋好友
merged_clips\clip_001056.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 感謝你們能夠撥空大駕光臨
merged_clips\clip_001057.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我最高興的就是鴻展
merged_clips\clip_001058.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 能夠跟雙車兄、雙車嫂的千金
merged_clips\clip_001059.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家燕結為夫妻
merged_clips\clip_001060.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可以說是我們高攀了
merged_clips\clip_001061.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我也很高興
merged_clips\clip_001062.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 感謝親家跟親家母
merged_clips\clip_001063.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 娶家燕為他們媳婦
merged_clips\clip_001064.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 尤其是親家母
merged_clips\clip_001065.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這種場面會吵架嗎
merged_clips\clip_001066.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可以說是遠近馳名
merged_clips\clip_001067.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天是喜事爸爸怎麼
merged_clips\clip_001068.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 其實親家母最有名就是
merged_clips\clip_001069.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 最疼愛家中的晚輩
merged_clips\clip_001070.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以我相信家燕嫁去她家為媳
merged_clips\clip_001071.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一定當她如自家女兒般
merged_clips\clip_001072.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我跟太太在眾人面前
merged_clips\clip_001073.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 可以好好照顧我女兒
merged_clips\clip_001074.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大家乾杯 我敬你們
merged_clips\clip_001075.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 明月好久不見
merged_clips\clip_001076.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 變得越來越年輕、漂亮
merged_clips\clip_001077.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 股票上市的電子公司
merged_clips\clip_001078.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 勝吉你真厲害
merged_clips\clip_001079.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒有是你能力好
merged_clips\clip_001080.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 同學別再謙虛了
merged_clips\clip_001081.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 其實是專程來找你
merged_clips\clip_001082.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家龍回公司幫我吧
merged_clips\clip_001083.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳身上怎麼有一個味道
merged_clips\clip_001084.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還在忙餵豬的事
merged_clips\clip_001085.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好你先忙
merged_clips\clip_001086.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我陪爸媽敬酒
merged_clips\clip_001087.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我們過去聊天
merged_clips\clip_001088.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為了家燕不猛怎麼行
merged_clips\clip_001089.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我一桌桌
merged_clips\clip_001090.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 向他們的親戚敬酒
merged_clips\clip_001091.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 先在親戚面前
merged_clips\clip_001092.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 頒給紅蝦一個註冊商標
merged_clips\clip_001093.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我稱讚她是最好的婆婆
merged_clips\clip_001094.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 讓親戚都知道
merged_clips\clip_001095.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果以後她想欺負家燕
merged_clips\clip_001096.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就怕人家說她是惡婆婆
merged_clips\clip_001097.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我們在這邊講完就算了
merged_clips\clip_001098.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果親家真的
merged_clips\clip_001099.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要被家燕氣壞身子
merged_clips\clip_001100.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 來賓請掌聲鼓勵鼓勵
merged_clips\clip_001101.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 來小心點 喝酒逞強嘛
merged_clips\clip_001102.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在才知道家中女人多重要
merged_clips\clip_001103.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我知道你很疼大姐跟大哥
merged_clips\clip_001104.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我讓你賣土地
merged_clips\clip_001105.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你大哥凡事都讓你
merged_clips\clip_001106.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你才會得寸進尺
merged_clips\clip_001107.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你喝醉說話一直重複
merged_clips\clip_001108.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這些話已經說過很多遍了
merged_clips\clip_001109.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家燕要把嫁妝拿給他開餐廳
merged_clips\clip_001110.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家燕下來
merged_clips\clip_001111.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在住在鴻展家
merged_clips\clip_001112.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你真的醉得不醒人事
merged_clips\clip_001113.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小寶我等你很久了
merged_clips\clip_001114.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他家沒錢你們抓錯人了
merged_clips\clip_001115.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼現在臨檢
merged_clips\clip_001116.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 感謝張立委謝謝
merged_clips\clip_001117.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不是來找我的朋友
merged_clips\clip_001118.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 對了你有看到一個很瘦
merged_clips\clip_001119.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 年輕人你是哪個角頭
merged_clips\clip_001120.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒有上過酒家吧
merged_clips\clip_001121.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以才想來踹踹看就是了
merged_clips\clip_001122.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我沒有踹你是一間一間找
merged_clips\clip_001123.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你一間一間找
merged_clips\clip_001124.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 憑什麼替他處理事情
merged_clips\clip_001125.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要人嗎可以
merged_clips\clip_001126.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這個臭小子說要幫我找廚師
merged_clips\clip_001127.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 想找我合夥開餐廳
merged_clips\clip_001128.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 開口向我拿二十萬佣金
merged_clips\clip_001129.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 錢拿了人卻給我玩失蹤
merged_clips\clip_001130.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在找到人跟我說錢花光了
merged_clips\clip_001131.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我天馬這輩子最忌諱的
merged_clips\clip_001132.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你說該怎麼交代
merged_clips\clip_001133.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 杜董小寶沒有騙你
merged_clips\clip_001134.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他確實有找人跟你一起投資
merged_clips\clip_001135.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過後來我拿不出來錢
merged_clips\clip_001136.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 等於放我鴿子
merged_clips\clip_001137.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小寶這麼做都是為了我
merged_clips\clip_001138.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我沒把錢準備好才害了他
merged_clips\clip_001139.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小寶欠你的我替他還
merged_clips\clip_001140.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你很講義氣哦我欣賞
merged_clips\clip_001141.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我剛到台北現在沒有錢
merged_clips\clip_001142.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這個年輕人是我的鄉親
merged_clips\clip_001143.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他是年輕一輩最好的廚師
merged_clips\clip_001144.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 最近才來台北奮鬥事業
merged_clips\clip_001145.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我聽說他欠你錢嗎
merged_clips\clip_001146.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這樣吧到你店裡慢慢還
merged_clips\clip_001147.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家昌這樣可以嗎
merged_clips\clip_001148.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 杜董給我面子
merged_clips\clip_001149.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這件事我看就這麼決定好嗎
merged_clips\clip_001150.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 杜董你說話好風趣
merged_clips\clip_001151.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我說的都是真的沒有騙人
merged_clips\clip_001152.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今晚這攤我請
merged_clips\clip_001153.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我天馬當面向你們道歉
merged_clips\clip_001154.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 張立委跟這些貴賓是重要客人
merged_clips\clip_001155.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妹妹酒盡量倒
merged_clips\clip_001156.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 喝醉比較好做人
merged_clips\clip_001157.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 喝酒啦不要想那麼多
merged_clips\clip_001158.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就是妳離家出走去找家昌
merged_clips\clip_001159.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳想說得讓我越來越煩嗎
merged_clips\clip_001160.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就是要讓妳開心啊
merged_clips\clip_001161.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我就是不願意把魚賣給你這種
merged_clips\clip_001162.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 惠如妳怎麼會認識這個垃圾
merged_clips\clip_001163.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我哥的聘金就是向他們家借的
merged_clips\clip_001164.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以四處欺負女孩子嗎
merged_clips\clip_001165.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼上次被我教訓不甘願
merged_clips\clip_001166.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我這次來向妳道歉的
merged_clips\clip_001167.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以才說那麼難聽的話
merged_clips\clip_001168.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 對不起可能這裡太吵了
merged_clips\clip_001169.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒問題妳們的消費算我的
merged_clips\clip_001170.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你找芳姿究竟要做什麼
merged_clips\clip_001171.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我去魚市找江小姐
merged_clips\clip_001172.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過她不像妳這麼好講話
merged_clips\clip_001173.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 廢話你那天嘴巴這麼臭
merged_clips\clip_001174.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 心裡也很過意不去
merged_clips\clip_001175.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我想找個機會彌補她
merged_clips\clip_001176.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過以後如果需要我的地方
merged_clips\clip_001177.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果妳有機會可以幫我告訴她
merged_clips\clip_001178.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好啊哪一天我心情好
merged_clips\clip_001179.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 聘請我當飯店主廚
merged_clips\clip_001180.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家昌打電話說找到工作了
merged_clips\clip_001181.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 明明是張立委帶他去見老闆
merged_clips\clip_001182.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真是沒本事還靠別人
merged_clips\clip_001183.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這種丟臉事又不好意思說
merged_clips\clip_001184.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 愛面子不需要這樣真的
merged_clips\clip_001185.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你會比較高興嗎
merged_clips\clip_001186.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我說兩句過癮而已
merged_clips\clip_001187.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 爸原來是你拜託張立委啊
merged_clips\clip_001188.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家龍你爸爸為了家昌
merged_clips\clip_001189.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 在廟會爐主宴客時
merged_clips\clip_001190.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不顧自己面子拜託張立委
merged_clips\clip_001191.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 當時你爸爸做出
merged_clips\clip_001192.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 多大的犧牲
merged_clips\clip_001193.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我完全可以了解
merged_clips\clip_001194.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為了養大我們這些兄弟姐妹
merged_clips\clip_001195.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這幾年來吃了很多苦
merged_clips\clip_001196.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 爸爸做出什麼樣的犧牲啊
merged_clips\clip_001197.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那晚他站到台上
merged_clips\clip_001198.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了妳別再比了
merged_clips\clip_001199.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還在台上跳鋼管啊
merged_clips\clip_001200.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 爸你別這麼辛苦
merged_clips\clip_001201.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我們這些兒女已經長大了
merged_clips\clip_001202.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 接下來照顧弟弟、妹妹的責任
merged_clips\clip_001203.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我跟你爸都知道你很孝順
merged_clips\clip_001204.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但是現在你自己有家庭
merged_clips\clip_001205.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你不用擔心
merged_clips\clip_001206.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 像家龍那麼孝順就好了
merged_clips\clip_001207.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我們現在不只擔心家昌的事
merged_clips\clip_001208.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 紅蝦已經來家裡跳腳
merged_clips\clip_001209.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在家燕已經嫁過去了
merged_clips\clip_001210.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不知道該怎麼辦才好
merged_clips\clip_001211.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你去看她就好了啊
merged_clips\clip_001212.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 豈不是去跟紅蝦吵架
merged_clips\clip_001213.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在原物料樣樣漲
merged_clips\clip_001214.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一些客戶亂出價
merged_clips\clip_001215.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 也得將就點做啊
merged_clips\clip_001216.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 改天公會找時間好好討論討論
merged_clips\clip_001217.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 從美國回來讀博士哦
merged_clips\clip_001218.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 惠如史蒂芬很久沒回台灣了
merged_clips\clip_001219.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我待會兒還有事
merged_clips\clip_001220.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒關係不方便就別勉強
merged_clips\clip_001221.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我跟她說就好了
merged_clips\clip_001222.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 下次還有機會我們再約
merged_clips\clip_001223.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 婆婆不敢對我怎麼樣
merged_clips\clip_001224.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在是我這個媳婦虐待婆婆嗎
merged_clips\clip_001225.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳們最好赤兔馬遇到關老爺
merged_clips\clip_001226.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要海龍王遇到李哪吒
merged_clips\clip_001227.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了你們別鬥嘴了
merged_clips\clip_001228.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家燕妳現在為人媳婦
merged_clips\clip_001229.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳存心讓我難堪嗎
merged_clips\clip_001230.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 幫妳安排相親哪裡錯了
merged_clips\clip_001231.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 媽我無意跟人家交往
merged_clips\clip_001232.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳擺臉色都不會不好意思嗎
merged_clips\clip_001233.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 想介紹男孩子給惠如認識
merged_clips\clip_001234.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 別說惠如彆扭
merged_clips\clip_001235.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 連我在現場都不知道該怎麼說
merged_clips\clip_001236.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她心裡只有家昌
merged_clips\clip_001237.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳明知道還勉強她
merged_clips\clip_001238.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她怎麼有選擇別人的機會呢
merged_clips\clip_001239.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你不是在簍子裡一直挑
merged_clips\clip_001240.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 挑一個條件差又沒錢的
merged_clips\clip_001241.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 甚至怪家昌的家人
merged_clips\clip_001242.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳這麼做都不覺得傷害我嗎
merged_clips\clip_001243.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我想自己傷害了妳
merged_clips\clip_001244.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳這麼做只會傷害更多人
merged_clips\clip_001245.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳媽那種個性就是急躁
merged_clips\clip_001246.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 乾脆我搬出去不就好了 紅蝦
merged_clips\clip_001247.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 伴手伴手親家才會永久
merged_clips\clip_001248.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家昌跟家燕這兩個伴手禮
merged_clips\clip_001249.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 已經讓我們家忙一輩子了
merged_clips\clip_001250.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼可以對親家母說這種話呢
merged_clips\clip_001251.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 媽妳不可以這樣啦
merged_clips\clip_001252.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 媽妳不可以這樣哦
merged_clips\clip_001253.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 媽阿姨要我別說話
merged_clips\clip_001254.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 惠如妳媽在妳身邊嗎
merged_clips\clip_001255.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有就不敢打給我了嗎
merged_clips\clip_001256.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果現在我在妳身邊
merged_clips\clip_001257.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但是現在我不在妳身邊
merged_clips\clip_001258.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 別把我媽說得那麼壞好嗎
merged_clips\clip_001259.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒有想告訴妳我找到工作了
merged_clips\clip_001260.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 惠如妳怎麼回答得這麼簡單
merged_clips\clip_001261.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我對你說的話都很簡單
merged_clips\clip_001262.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 惠如妳不跟我來台北
merged_clips\clip_001263.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳會一直陪著我
merged_clips\clip_001264.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 因為我一直在妳心裡
merged_clips\clip_001265.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你不可以只靠第一步
merged_clips\clip_001266.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要一步一步走向成功之路
merged_clips\clip_001267.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了我要去上班了
merged_clips\clip_001268.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 剛才是家昌的電話嗎
merged_clips\clip_001269.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不是他怕我挨媽媽罵
merged_clips\clip_001270.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我了解妳媽媽的心情
merged_clips\clip_001271.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 媽媽都希望女兒能夠嫁得好
merged_clips\clip_001272.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 難道妳贊成我跟別人交往嗎
merged_clips\clip_001273.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳跟家昌難免會傷心
merged_clips\clip_001274.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但是妳要知道
merged_clips\clip_001275.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 人生的變化很難說
merged_clips\clip_001276.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有時所愛不一定適合自己
merged_clips\clip_001277.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳不認為我跟家昌會有結果嗎
merged_clips\clip_001278.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳跟家昌能夠幸福美滿
merged_clips\clip_001279.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過感情這條路總是坎坷
merged_clips\clip_001280.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 無論結果是好、是壞
merged_clips\clip_001281.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 要妳關心女兒卻關心媳婦
merged_clips\clip_001282.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你儘管放心家燕
merged_clips\clip_001283.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我只能夠說她要堅強一點
merged_clips\clip_001284.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那隻蝦比螃蟹還耐操
merged_clips\clip_001285.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 過戶到家龍名下了
merged_clips\clip_001286.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 王代書謝謝
merged_clips\clip_001287.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在土地已經過戶到你名下了
merged_clips\clip_001288.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 趕快計畫肉品工廠的事
merged_clips\clip_001289.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 念久會吵架哦
merged_clips\clip_001290.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 阿姨我怕家昌知道
merged_clips\clip_001291.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 明天我要載一車豬北上交貨
merged_clips\clip_001292.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不讓家龍去看看家昌也好
merged_clips\clip_001293.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 他爸說不用
merged_clips\clip_001294.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果好吃幫我們多多宣傳
merged_clips\clip_001295.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你幫我換瓜子雞湯
merged_clips\clip_001296.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是天馬大酒家嗎
merged_clips\clip_001297.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好我進去看看
merged_clips\clip_001298.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你害我等很久
merged_clips\clip_001299.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你遲到要罰三杯
merged_clips\clip_001300.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我要找洪家昌
merged_clips\clip_001301.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我要找的洪家昌不在這裡
merged_clips\clip_001302.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你要找的紅屁股在這裡
merged_clips\clip_001303.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 告訴過你咪咪愛吃瓜子雞湯
merged_clips\clip_001304.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你遲到要罰一杯
merged_clips\clip_001305.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家昌什麼事
merged_clips\clip_001306.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不然這道你們先將就點吃
merged_clips\clip_001307.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 哥你怎麼在這裡
merged_clips\clip_001308.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這位是我哥
merged_clips\clip_001309.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這裡的事我處理就好
merged_clips\clip_001310.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 家昌的大哥來找他
merged_clips\clip_001311.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 小寶才告訴我你在這裡
merged_clips\clip_001312.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 那爛客人扯到我作的菜不好吃
merged_clips\clip_001313.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 剛才根本沒有我的事
